file_name,caption_1,caption_2,caption_3,caption_4,caption_5,caption_6,caption_7,caption_8,caption_9,caption_10
rain thunder ambient.wav,A thunder storm breaks out with heavy rainfall amid traffic.,A thunder storm with a heavy rainfall beside traffic,"Heavy rain is falling on a roof, with thunder rumbling followed by more heavy rain.","Heavy rain is falling on a roof, with thunder rumbling, then more heavy rain.",Rain water falls heavily from the store down to the ground below.,Thunder roars during heavy rainfall while traffic moves slowly.,A roof endures a torrential downpour accompanied by thunder sounds.,Rain pours heavily over a surface as distant thunder echoes.,Streets are drenched in rain with the sound of thunder nearby.,"Torrential rain falls from above, merging with the rumble of thunder."
birds at dawn of spring.wav,A bird chirping in the foreground as vehicles pass in the background.,A bird chirps in the foreground as vehicles pass in the background.,Birds are chirping in a forest next to a highway.,Birds vocalize to each other near a large roadway.,"The birds chirp and call, some in a descending then ascending kind of pitch.",Birds chirping are heard alongside the sound of vehicles passing by.,A chorus of birds singing is accompanied by distant traffic noise.,"In a natural setting, bird calls echo near a busy road.",Nature's sounds blend with nearby highway noise as birds sing.,Birdsong fills the air while cars drive past on a freeway.
"01-31 Footsteps, Wood, Barefoot, Jumps &amp; Scuffs.wav","A person is turning several pages of a book, then writes on the page he turns to.",A person thuds and brushes over a surface,A person thuds on a surface and brushes over a surface.,Someone is throwing shoes across the floor as they write on the chalkboard.,Someone is throwing shoes on the floor and writing on a chalkboard.,"Someone flips through pages of a book, then scribbles notes on one.",A person rhythmically strikes and sweeps across a surface with force.,"Footsteps echo as someone pounds on a hard surface, followed by sweeping motions.",An individual tosses footwear around while writing notes on a chalkboard nearby.,Shoes are tossed to the ground in a rhythmic pattern while chalk scrawls fill a board.
slowwiper.wav,A large number of banging sounds are being created in the distance,A repeating pattern of thuds and bumps of a heavy object,A thudding occurs repeatedly in cycles with a repeating pattern.,Windshield wipers are going back and forth during the rain.,windshield wipers going back and forth in the rain,Heavy objects make rhythmic thuds at regular intervals in the distance.,A heavy object creates a cyclical pattern of thumps in repeated sequences.,"Thudding sounds occur in cycles, indicating a pattern with each impact.",Car windshield wipers move rhythmically back and forth amid rainfall.,Windshield wipers sweep slowly over a wet car during rain.
2006_04_16_water_and_frogs_colliure.wav,The water falls softly and bubbles at is flows into a pond and a frog croaks.,The water flows and bubbles as it falls into the large pond and a frog croaks two times.,"Water is flowing in a stream, and a frog is croaking.",Water is gurgling through the creek while a frog croaks.,"Water runs quickly into a basin and collects, as something else hums lightly and then two croaks.",Water trickles and bubbles down to a pond where a frog makes its presence known with croaks.,"Gentle water cascades into the pond, bubbling as it goes, accompanied by the sound of frog croaks.","A soft flow of water enters a pond, creating ripples, while a nearby frog emits croaking sounds.","Water moves smoothly into a pond, generating bubbles, alongside the intermittent croaking from a frog.","Streams of water gently meet a pond, bubbling softly as frogs join in with their distinct croaks."
Blade Small.wav,A knife is being sharpened in the video.,A person is carefully wood carving with a knife.,Someone is sharpening their knife with another knife.,Someone uses a knife to sharpen a different knife.,The knife is being sharpened in the video.,The blade is being honed with careful metal scratching.,A person scrubs the knife's edge using a sharpening tool.,Metal surfaces are finely scraped for optimal sharpness in this video.,The knife receives meticulous attention as it’s brought to a fine edge.,Scratching noises indicate the knife is being sharpened on its surface.
Parakeets.wav,A collection of birds all making different sounds.,A group of birds are all making different sounds.,A variety of different birds are chirping and singing within close proximity to each other.,Many different birds chirp and sing in close proximity.,Multiple birds chirp at each other while the chicks are squawking in unison.,A medley of birds produces a symphony with diverse chirping and singing sounds.,"Various birds emit distinct chirps and songs, creating an acoustic blend nearby.","In close proximity, multiple bird species engage in simultaneous chirping and melodic calls.",An assortment of birds creates a harmonious chorus through their varied chirping sounds.,Numerous birds generate a cacophony with their unique chirps and songs closely together.
Bus Pulls Away.wav,A door handle is opened with the movement of machinery in the background.,A large running vehicle is slowly driving away.,A large vehicle is running and then drives away slowly.,"A person boards the bus when the door opens, and it drives off.","The bus door opens, a person boards, the doors close and the bus drives off.",A bus door swings open as machinery hums in the background.,A large vehicle departs slowly while its engine purrs softly.,Machinery noise accompanies a bus opening its doors for boarding.,The bus departs after a passenger boards and the doors close.,Engine sounds fill the air as a bus moves away from its stop.
dryer_turn_on_open_door_close_door_24_96_mono.wav,A dryer door is closed and turned on before it is stopped and turned on again.,"As a dryer door opens and closes, the motor starts and stops.",Pounding on a washing machine before it is clicked on and off.,Someone is using a machine manually and it is being turned on and off.,The door of the dryer is closed and the dryer is started.,The dryer's motor activates as its door opens and closes.,Opening and closing a dryer door triggers the machine to start and stop.,A manual interaction with a washer involves shutting and opening its door repeatedly.,A cycle of a dryer turning on and off occurs during door operation.,Pressing against a washing appliance initiates multiple starts and stops with door movements.
geese_copake_farmland_1.wav,"A group of noisy birds and insects are chirping, cackling and flapping.",Birds are cackling and flapping while insects are chirping.,Geese travel in groups together and form themselves.,Insects are chirping while several birds are chirping.,Insects are making noise while several birds are chirping.,A mix of chirps and cackles from insects and birds fill the air.,Geese are heard alongside various birds and insects making noise.,The ambiance is filled with the sounds of flapping geese and buzzing insects.,Birds and insects create a lively symphony in a rural setting.,"Insects chirp as birds, including geese, add to the ambient soundscape."
crossing tracks.wav,A machine with a spinning wheel is turning and turning at a constant rate of speed.,"In his good hands, the paper cutter cuts slices of pages.",Someone is inside a vehicle and is driving down the highway.,Someone is operating a paper cutter and cutting multiple sheets.,a machine with a spinning wheel is turning constantly,"A device features a constant-spinning wheel, rotating at a steady pace.",The paper cutter expertly slices through pages in skilled hands.,"Inside a vehicle, someone drives along the highway.","Operating a paper cutter, sheets are being cut repeatedly.",Constant rotation characterizes the machine's spinning wheel.
sheep bleating dry grass.wav,"A couple of sheep chat, others join in, and a humans talks.",Several sheep are bleating in a field whilst footsteps echo in the background.,Several sheep making noise in a field and footsteps in the background.,Sheep call back and forth to each other.,"While the animals are calling out, they are continually making croaking sounds.","In a field, sheep chatter while footsteps can be heard in the distance.",Bleating sheep fill a farmyard as distant footstep noises emerge.,"A chorus of bleating fills the air from a nearby field, footsteps resonate softly.",The field resonates with sheep sounds as background steps are faintly audible.,Sheep call to one another across the field; soft footfall echoes in the backdrop.
Rock-various hits.wav,A wooden block of a child is tapped on a couple of different surfaces.,A person is tapping different wood objects against one another.,A person taps various wood objects against each other,A small rock object is being tapped on another surface.,Dice being hit on not only wood but a hard plastic.,"Someone taps wooden blocks on diverse surfaces, creating distinct sounds.","Various wooden objects are struck against each other, producing percussive noises.",A person is making rhythmic sounds by tapping wood items together.,"A tiny stone object makes contact with various surfaces, generating sound.",Dice strike not just wood but also a solid plastic surface for varied tones.
Glass pieces smashed.wav,A hard object is moving through a pile of leaves and twigs.,A person is using a shovel to dig as it clangs against a rocky dirt area.,A person using a shovel digging and clanging against a rocky dirt area.,"Glass being broken, then swept across the floor, then more glass being broken.",Glass is broken and swept across the floor and then more glass is broken.,A shovel clangs against rocky soil as someone digs through a pile of leaves.,"Shovel strikes rocks, making noise while digging in leafy ground.",Digging occurs with a clanging shovel amidst a heap of twigs and dirt.,"Glass shatters repeatedly, swept across the floor each time it breaks.",Broken glass is scattered and cleaned from the floor before more shattering.
Rain WashingtonSt 1.wav,A heavy rain with cars passing by in the background,Rain falls heavily with traffic passing by in the back.,Water flowing and a car driving away nearby.,Water was flowing down a steep surface and a car driving by,very heavy rain falling on water and a small engine in the distance,Torrential rainfall accompanied by distant vehicle sounds.,Intense rain pours as cars drive nearby.,Rain cascades while vehicles pass in the background.,Heavy downpour with the hum of traffic close by.,Loud raindrops mix with car noises in the distance.
Street_Sounds_Night.wav,A factory worker begins to cough while a fan blows in the background.,"Rain falls, a door opens and a car drives by.",Someone in the busy street is coughing as a lot of cars pass by.,a factory worker coughing as a fan spins,the car is moving fast on the road past the traffic camera,A factory worker coughs as a fan hums in the background.,Rain patters while a door creaks open and a car drives past.,"Amidst street noise, someone coughs while cars zoom by.",Coughing echoes in the factory with a spinning fan's sound.,The car zips down the road beside a traffic camera.
fulles_arroseguentse.wav,A person crunches leaves and gravel as they walk and the wind blows.,A person crunches through leaves on the ground as they walk.,A person is walking crunching through leaves on the ground,A person is walking on leaves next to a highway.,A person walking through the woods over dead leaves.,"Walking through crunchy leaves, accompanied by a gentle breeze in the park.",The sound of footsteps crunching leaves and gravel underfoot amidst nature's backdrop.,A serene walk with crisp leaves rustling as the wind gently flows.,Leaves crackle beneath feet as someone strolls along a leafy path next to a highway.,"Ambling through woods, the noise of dry leaves breaking fills the air."
Basic Wind.wav,A very quiet spot on the beach with no people or animals.,Rain falls lightly and faint thunder rolls in the background.,Rain is falling lightly while thunder rolls in the distance.,"This spot on the beach has no other people or animals, and is very silent.",Winds blow as birds chirp and car engines roar in the distance,"A tranquil beach with no presence of people or animals, enveloped in silence.",Gentle rain and distant thunder create a serene atmosphere.,Soft rainfall accompanies the distant rumble of thunder.,"An isolated, quiet beach devoid of any human or animal activity.",Winds carry bird songs while distant car sounds blend with nature's symphony.
reviewing-stand-clangs.wav,A small rock is hitting a tin can repeatedly in a different spot each time.,Some strikes an aluminum bin several times with a stick.,Somebody struck an aluminum bin several times with a stick.,Someone is taking a stick and hitting a metal barrel.,Someone uses a stick to hit a metal barrel.,A tin can resonates as it's struck repeatedly by a small rock.,An aluminum bin clangs with each strike from a stick nearby.,Resonant sounds fill the air as an aluminum bin is hit multiple times.,Close-mic captures the sound of a metal barrel being hit by a stick.,A metal object echoes with pings as it's repeatedly struck with a stick.
Landstraenverkehr bei Regen 3.wav,"A few cars were passing by, driving very slowly.",Brushes move over a vehicle in a car wash,Someone is driving through a tunnel with the windows down.,Someone is driving through a tunnel with their windows down.,a few cars driving by passing very slowly,Slow-moving vehicles pass on a wet road amidst rainfall and traffic.,A vehicle undergoes cleaning as brushes sweep across it in the car wash.,Wind blows through open windows while driving smoothly through a tunnel.,An individual enjoys fresh air during a drive with downed windows in a tunnel.,Vehicles move leisurely by on a slick road under rainy conditions.
Ryan_CoffeeMachine.wav,A metallic drill is operated for a few seconds at a time.,A metallic drill is run for a few seconds at a time.,A person moves around a metallic object placed on a floor.,A person moving around a metallic object on a floor.,A metallic object brushes across another one continuously. ,"A drill is used intermittently, making rhythmic drilling sounds.",Metallic clicks are heard as a drill operates briefly at intervals.,A person navigates around a metallic item on the ground.,Footsteps sound near a metallic object on a floor.,Continuous scraping occurs between two metallic surfaces.
pencil on paper.wav,A person uses a marker to write on a white board.,A person writes something down on one piece of paper.,A person writing something down on a piece of paper,"On a hard surface, someone is writing steadily with a pencil.",Someone is writing steadily with a pencil and paper on a hard surface.,A person writes with a marker on a whiteboard.,Someone records notes on a piece of paper.,A steady writing action using a pencil occurs.,Writing is done with a pencil on solid material.,Notes are being taken steadily on paper using a pencil.
British Museum ambience 2.wav,A crowd of people are talking about different things.,Folks speak in a crowded hall with people shuffling by,Many people are talking about many different things.,People are speaking in a crowded hall and people are shuffling by.,Some people walking all around a busy airport.,Voices fill the air as people chat about various topics in a bustling area.,"In a packed space, numerous conversations overlap with occasional footsteps nearby.",A lively discussion unfolds among many individuals sharing diverse perspectives and thoughts.,Conversations blend with movement in a crowded setting where numerous voices are heard.,Shuffling feet accompany the chatter of people engaged in discussions within a busy locale.
OfficeSound.wav,A conversation among people is going on and a woman is laughing.,A discussion among folks begins and a lady starts to laugh.,A group of men and women are speaking.,A group of people are speaking with male and female voices.,Many people talk inside a building while cars drive outside on the street.,"People engage in dialogue, with a woman's laughter audible among them.",A lively discussion unfolds as a woman joins in with laughter.,Voices of men and women blend in a conversation.,"Inside, voices converse in both male and female tones.",Conversations echo within a building while vehicles pass by outside.
Amb Resid Ext 001.wav,A car driving at a fast pace in the distance,"As cars pass on the busy street, people are talking to one another.",People are talking in a city center while cars are driving and brakes are screeching.,People are talking in a hall while a race car races past them.,People have a conversation in the background while cars pass by a busy street.,A fast-moving vehicle is heard over conversations on a lively street.,"Amidst city chatter, car engines roar and tires screech loudly.",Conversations mingle with the sound of cars passing in an urban area.,"In a bustling environment, people talk while vehicles zoom by.",Busy street ambiance fills the air as discussions occur among passersby.
CINDER BLOCK THUD IN GRASS.wav,"A few different times, an object is tapped.",A tapping of a object occurs a couple of times.,"Footsteps, metal object tossed to ground, more footsteps and another metal object tossed to ground.",Intermittent soft thudding followed by a light clink.,Intermittent soft thudding is followed by a light clink.,A repeated tapping sound echoes through the air.,The ground feels heavy with intermittent thudding and a gentle clink.,"Soft thuds punctuate the silence, followed by a faint metallic clink.",Repeated soft taps are heard amidst subtle background noises.,Gentle thumps interspersed with delicate clinks reverberate softly.
autospasandociudadnoche1.wav,A car is increasing in speed and driving quickly while people speak.,Autos cruising along the street as people are conversing closely.,Cars driving down the road way nearby and people talking.,People are speaking while a car is quickly increasing in speed.,The accelerating vehicle drowns out the voice of a man.,A swiftly accelerating car is heard as people converse nearby.,Conversations blend with the sound of an increasing-speed automobile driving fast.,Nearby discussions are accompanied by the noise of cars speeding on a road.,The rapid increase in a vehicle's speed coincides with ongoing chatter.,"Amidst traffic sounds, a conversation persists while a car speeds up."
Vent thrumming.wav,A buzzing sound from a small electrical engine.,A machine is running in an rhythmic fashion and shoes are moving across a hard surface close by.,A machine turns a piece that is round and it emits a whine as it turns,A printer press motor is running at various intervals throughout.,A small electrical engine emits a buzzing sound.,A mechanical buzz from an electric motor fills the air.,Shoes scuff on a hard surface while machinery runs rhythmically nearby.,"The round piece spins, producing a whirring noise as it turns.",Intermittent sounds of a printer press motor fill the environment.,An electric engine hums softly with a buzzing sound.
rumbling bones.wav,A person playing on a electric keyboard making sound effects.,A person plays an electronic keyboard producing sound effects.,A string vibrating and a drum beating continuously,"Different tones of synthetic music are popping, while low synthetic tones hum and intermittently strike.",Low synthetic tones hum and intermittently strike while different tones of synthetic music are popping.,A keyboardist produces various sound effects using an electronic instrument.,Vibrations from a string and rhythmic drumbeats create a continuous sound.,"Synthetic musical tones emerge, with low hums and intermittent strikes.",Popping synthetic sounds are accompanied by humming and striking low tones.,Continuous vibrations of strings blend with regular drum beats.
Train_LightRail_By_T0147.wav,A bell is going off and a train comes right by.,A train drives by and a bell goes off.,A train passing by on the tracks rings its bell as it passes by.,A trolley train passes by and rings its bell.,A trolley train rings its bell as it passes by.,The train's horn sounds as it glides past on the tracks.,"As a train moves along, its bell rings in the city street.","On a light rail track, a passing train signals with its bell.","In an urban field recording, a trolley train's bell echoes by.",The city streets resonate with the sound of a train’s bell ringing.
12a_Ambient_Quarry_Low_44_16.wav,Children playing at the park and parents chatting.,Multiple children and parents are laughing and talking.,Multiple children with their parents are laughing and talking.,People and children are milling around in a public space.,People and children are milling around in the public space.,Sounds of kids playing outdoors with adults conversing nearby.,Laughter fills the air as parents and children interact at a park.,Outdoor chatter blends with the playful sounds of children.,A lively mix of voices and laughter from a public gathering.,Kids playing energetically while adults engage in conversation outside.
beach Brighton.wav,"As their children played in the park, two women continued on with their conversation.",Children are playing as adults are chatting in the background.,Children playing and chatting with adults in the playground.,Parents and children are playing on the ground of a playground.,Parents are playing with their children on the ground.,Kids play while women converse amidst park sounds and ambient seaside ambience.,"Laughter of children blends with adult chatter, set against a lively park backdrop.","Amidst playground echoes, children's play is underscored by adults' ongoing conversation.",Seaside park resonates with the laughter of kids playing and distant female voices talking.,Voices of women converse as children enjoy themselves on a vibrant playground scene.
outdoors ambient windy wind leaves rustle near airport plane hum.wav,A bird chirps in the background as a hard rain falls on a house.,A waterfall rushes loudly as birds chirp gently in the background.,"As birds chirp gently in the background, a waterfall rushes loudly.",Rain coming down on an empty highway in front of a business.,Rain drops fall to the ground as birds chirp,A house is enveloped by hard rain while birds chirp in the background.,Birds chirp softly amidst the loud rush of a waterfall.,The sound of a waterfall is complemented by gentle bird chirps.,An empty highway under business buildings experiences rain falling.,Bird chirps accompany the sound of raindrops hitting the ground.
19_VACCL.wav,A simple click turns on a vacuum cleaner that whirs along before a second click turns the engine off.,A vacuum is on and then it is turned off,A vacuum is on and then turned off,A vacuum starting up and moving before slowing shutting off.,A vacuum starts up and moves around before slowly turning off.,"A vacuum cleaner is activated by a click, hums while running, then stops with another click.","The sound of a vacuum cleaner starting, operating, and stopping by clicking.",Vacuum cleaner's engine starts humming after a click and ceases with another.,Clicking turns on a vacuum cleaner that whirs before shutting off with a click.,"A vacuum is switched on, hums while cleaning, then turned off by a second click."
Esperance Wind Farm Up Close.wav,A dryer is running loudly while something inside hits the edges.,A dryer operates loudly as an object inside repeatedly strikes the sides.,A machine spins and roars as winds blow,"Winds blow as a machine operates loudly, spinning and roaring.",a machine was working and items were being banged around.,"A machine operates loudly, spinning with the sound of winds as objects collide inside.",Loud sounds from a device as it rotates and an object hits its edges repeatedly.,A roaring machine spins while winds blow and items inside bang against surfaces.,Winds accompany the loud operation of a spinning machine as objects strike its sides.,"Inside a noisy, rotating apparatus, objects collide with the walls amid gusts of wind."
FrogPond.wav,A frog croaks as insects buzz about it.,"A frog squawking, an airplane fly over and then a helicopter",An animal is making a lot of noise as it breathes.,Several frogs making noises outside during the night.,a frog is croaking with insects buzzing around,Frogs croak while insects buzz in a nighttime outdoor setting.,Nighttime ambiance filled with frogs' croaks and buzzing insects nearby.,Croaking frogs are accompanied by the sound of buzzing insects outdoors.,Nocturnal scene where frogs are heard alongside buzzing insect sounds.,Insects buzz as frogs croak amidst the surrounding outdoor night noises.
rbh mocking bird.wav,Birds are loudly chirping in the trees while the frogs croak in the pond.,Birds slowly chirping then increasing the intensity of the chirp as time goes on.,Several birds tweet and sing songs as traffic passes,The birds loudly chirp in the trees and the frog croaks in the pond.,The traffic is going at a pace and several birds are tweeting and singing songs.,"Birds chirp loudly among the trees, while frogs croak from the nearby pond.",The sound of birds gradually increases in volume as they chirp rhythmically.,Traffic hums softly while various birds tweet and sing harmoniously above.,"In the forest, birds chirp robustly amidst the trees as frogs join with croaks.","Amidst passing vehicles, numerous birds engage in melodious tweeting and singing."
20130418_stream.09.wav,A person is putting water into a tub.,A river flowing over rocks and collecting into a pool outdoors.,"Outdoors, a river flows over rocks and collects into a pool.",Someone is filling a tub up with water.,Water flows into a storm drain from a street gutter.,"A stream meanders over rocks, accumulating in an outdoor pool.",Water trickles into a tub as someone fills it gradually.,"Over stones, river water cascades and gathers into an outdoor basin.","Outdoors, a stream collects in a natural pool after flowing across rocky terrain.","Gradually, water is added to a tub by an unseen person."
stream5.wav,A large volume of water is flowing down a gutter and into a storm drain.,Water falls continuously and collects while splashing softly.,Water is running steadily from a faucet into a sink while a washer runs in background.,Water flowed through a wide pipe and into the basin of a pond.,Water was flowing out of a large pipe into a pond,"Water cascades from above, filling gutters and draining smoothly.","A gentle flow of water accumulates, creating a soft splash sound.",Steady faucet drip joins the rhythmic hum of a background washer.,Liquid travels through an expansive pipe into a pond's welcoming basin.,"Water exits a substantial pipe, merging seamlessly with the pond's surface."
Crowds in Street in Seville.wav,"At an outdoor market, children, men and women are chatting.",People are having a conversation adjacent to a busy street.,People are talking and they get louder as a machine gets louder.,People are talking next to a busy street.,"Women, men, and kids at an outdoor market are talking.","In a bustling outdoor market, groups of people engage in lively discussions.",A busy street setting where individuals converse amid the surrounding noise.,Conversations escalate as nearby machinery increases its volume.,Voices blend with urban sounds at an active street corner.,An outdoor market scene with families chatting amidst holiday festivities.
School Kids Walk.wav,Children are playing on a playground adjacent to a street.,Children are playing on a playground next to a street.,Children racing and playing with nearby heavy traffic.,Kids are running and then begin to walk.,Several children are laughing and playing as they shuffled their feet while a vehicle passes in the background.,Kids race around on playground equipment near busy streets.,"Children play together by the street, surrounded by urban sounds.",Laughter and movement of kids playing near traffic-filled roads.,Several children are enjoying outdoor games while cars pass by.,Youngsters are having fun in a playground adjacent to a road.
20060613.chicharras.wav,A person walks along a path as cicadas chirp in the background.,An engine whirs as a person walks around outside.,Cicadas are singing while footfalls occur on a path.,Several different crickets making chirping noises from close and far,The crickets are making chirping noises from close up and far away.,Cicadas chirp as footsteps echo along a natural path.,The hum of an engine blends with outdoor footfalls and cicada sounds.,A mix of close and distant crickets' chirping accompanies walking on a trail.,Footsteps blend with the background chorus of various chirping insects.,"Walking through nature, surrounded by the rhythmic chirps of nearby and distant cicadas."
Concrete Stairs.wav,A person is hammering an object with a rubber hammer,A rhythmic clacking of footfalls against the floor.,Someone is walking around in a large room with a hardwood floor.,Someone walks around in a big room on a hardwood floor.,The rhythm of the footsteps against the floor.,"The sound of rhythmic footfalls resonates across a spacious, hardwood-floored room.","In a large space, someone's steady steps echo on the wooden floor.",A consistent clacking sound from walking occurs in an expansive room with hard flooring.,"Steady footsteps create a rhythm as they traverse the vast, hardwood surface of a room.",The rhythmic tapping of shoes on wood fills the spacious interior.
Sound Effect_1-2.wav,A person speeds up and then slows down as the walk by outside.,Footfalls are audible and they suddenly become more intense.,"Someone is walking outside slowly, then they speed up, and slow down again.",Someone is walking slowly and then speeds up.,Someone is walking slowly then begins to speed up.,"Footsteps echo on the ground, increasing in pace before slowing down again.","Sounds of footsteps grow louder as a person outside quickens their walk, then eases up.","The rhythmic sound of walking intensifies briefly outdoors, then mellows out once more.",A steady walk transitions into a faster pace and slows back to its original speed.,Walking tempo fluctuates with audible steps speeding up before calming down in an outdoor setting.
distroy F3edback.wav,A loud whir in a small area that drives away.,"A train horn blows, a train gets closer, and a train passes by.",The engine of an old fashioned propeller driven airplane.,The loud whir of an engine breaks the silence of a small area before the vehicle drives away.,a factory machine is running some people are working,A powerful whirring sound in a confined space quickly fades as the noise source departs.,The blaring horn of an approaching train is followed by its passing rush.,"An old propeller plane engine's distinctive roar fills the air, reminiscent of past aviation.",The sudden roar of an engine shatters silence momentarily before disappearing into distance.,Machinery hums in a factory setting where workers are diligently engaged.
Dogs_Barking.wav,A dog is barking and a smaller dog barks in the background and then a large dog starts barking.,Dogs call out in loud whines to each other while cars honk at them to get off the road.,Dogs of varying sizes bark at different intervals.,Monkeys were audible and then dogs began to bark.,Monkeys were shouting and then dogs were barking,"Dogs of different sizes take turns barking, with background car horns.",Monkeys call out before a chorus of dogs starts barking loudly.,"Amidst traffic noise, dogs bark back and forth in the open field.",A mix of monkey calls transitions into a sequence of dog barks.,Various-sized dogs vocalize intermittently while cars honk nearby.
Chmielna Street.wav,A group of three women converse as a crowd chatters in the background and footsteps crunch on the ground.,A woman in the background is speaking to someone else and something scrapes at the end.,"A woman speaking loudly, others speaking in the background, and then a child speaks.",Over the background of a chattering crowd and footsteps crunching on the ground three women converse,Several women converse as their children play in the background.,"Three women engage in conversation amidst a bustling, noisy street with distant footfalls.","In a lively crowd, a woman speaks quietly while scraping sounds punctuate her words.",A loud female voice dominates as other voices murmur and a child interjects softly.,"Amidst the hum of chatter and footsteps, three women discuss their thoughts.",Women chat among themselves with children's laughter echoing in the background.
Street_Genova.wav,A crowd of people are talking as a church bell is chiming,A crowd of people are talking as a church bell is chiming in the background.,"A crowd of people chatters while periodically, in the background, a bell rings.",Church bells chime as people are chatting outdoors,Several people talking with each other at an outside park with church bells in the background.,"In a bustling crowd, muffled chatter blends with distant church bell chimes.",People converse outdoors while church bells ring intermittently in the background.,"Amidst street noise, church bells toll as people engage in lively conversation.",Chatting individuals mingle outdoors to the sound of periodic church bell ringing.,Conversations fill the air as church bells resonate softly in the backdrop.
ZOOM0001.wav,A group of men and women are having a discussion in a room of people.,A man and two women are conversing as a large crowd chatters in the background.,"In a room full of people, a group of men and women are having a discussion.",Several people chatting in a room in a restaurant.,Several people were having a chat in the restaurant.,A lively conversation among men and women unfolds amid background chatter.,"In a room, a discussion takes place with many voices mingling softly.",Men and women engage in talk as ambient noise fills the space.,Voices blend in conversation within a bustling crowd-filled environment.,Conversational tones float through a room filled with lively people.
babbling brook 2.wav,A small fountain running water down it and bubbling it up.,"Water babbling at a steady pace, with some light outdoor ambient sound.",Water is bubbling out of a fountain and forming a pool.,Water runs down and bubbles up through a fountain.,"a fountain pours water out, bubbling into a pool.","Gentle babbling water cascades from a fountain, creating a serene outdoor atmosphere.",A fountain's steady stream bubbles up and forms a tranquil pool of fresh water.,The soothing sound of water bubbling through a fountain complements the light outdoor ambiance.,"Water gracefully flows down from a fountain, bubbling into a peaceful pool below.","A gentle brook-like fountain gurgles as it creates a small, refreshing pool outdoors."
20090619.air.conditioner.wav,A motor is started up and left running for a while,A motor is started up and stays on for a while,A steady and consistent engine hums and vibrates.,An engine humming and vibrating consistently and steadily,An engine hums continuously making little change in pitch.,"An air conditioner motor runs smoothly, creating a consistent hum.",A machine's engine vibrates and hums without interruption.,The steady vibration of an engine suggests it is running continuously.,"Engine vibrations produce a constant hum, indicating operation.",Summer heat prompts the continuous humming of a machine.
LA Rain.wav,"A low, mechanical whir dies down while rainfall resonates in the background.",A machine is running and the rain is pouring down.,An engine is running and the rain is pouring down.,Rain streams down over a bustling city road.,Rain trickles down over a busy city street.,A mechanical hum fades as the sound of rain fills the air.,Rain pours while a machine operates in the distance.,An engine's low noise blends with the sounds of rainfall.,Heavy rain cascades over a vibrant city street scene.,City life buzzes under the rhythmic patter of falling rain.
20100403.Brussels.ambulance.wav,A crowd gathers outside as a warning signal sounds and then a siren begins to blare.,"An emergency siren is going off, people talk and a vehicle siren goes off.",An vehicle emergency siren blares while people talk in the background.,As an emergency siren blares people talk then a vehicle siren goes off,"The city street hums with vehicles, including the wailing siren of an ambulance.",A warning signal sounds as a crowd gathers and a loud siren blares in the distance.,"An emergency siren wails while people chatter nearby, followed by another vehicle siren joining.","Amidst bustling city noises, an ambulance's urgent siren slices through the air with urgency.",The piercing sound of a police siren cuts through conversations as it speeds past the crowd.,"Traffic flows on the city street, punctuated by the urgent wail of an emergency vehicle's siren."
20110121_stream.M10.wav,"As rain steadily falls, some water splashes on ground, and some gathers in puddles",Rain is falling heavily into a pool making a faint bubbling noise.,Raining heavily into a pool with faint bubbling noise,Water flowing over some rocks throughout a creek.,Water running over rocks in a creek throughout.,Steady rainfall creates splashes on the ground and forms puddles.,"Heavy raindrops fall into a pool, producing a subtle bubbling sound.","Intense downpour fills a pool with water, accompanied by gentle bubbles.","Water cascades over rocks in a creek, flowing steadily along.",Streams of water move smoothly over creek stones throughout.
bath.wav,A heavy rainfall is hitting the ground hard,A squeaky faucet handle is turned and water flows out.,"As water pours into the tub, the faucet squeaks.",The faucet squeaks as water pours into the tub.,The squealing of a faucet is followed by water coming out of it.,"Torrential rain impacts the earth with great force, creating splashes.","A creaky faucet handle turns, releasing flowing water.","Water flows into a tub, accompanied by a squeaky sound from the faucet.","As water fills the tub, the faucet emits a squeaking noise.",Faucet's screech is succeeded by a stream of emerging water.
shells-tinkle.wav,A wind chime and bells begin to toll.,A wind chime is being pushed and the bells are ringing.,Jingling light items clang together not too loud constantly.,Wind chimes making noise as they clink together,Wind chimes making sound as they crash and clink together.,"Wind chimes gently collide, producing a soft ringing sound.",Bells and wind chimes create a continuous jingling melody.,Light items tinkle as they softly clink together in the breeze.,A gentle collision of wind chimes results in a subtle chime noise.,Wind chimes produce a rhythmic clinking sound without excessive volume.
20141026 Bangkok House Traffic Thunder Bird 01.wav,Birds are singing while vehicles and approach and drive away in background.,Birds are singing while vehicles approach and then drive off into the distance.,"Outside in the street, a bunch of birds chirp and tweet.",Something creaks lightly followed by a passing vehicle.,Something creeks lightly and a vehicle passes by.,Birds chirping with vehicles approaching and receding into the distance.,"In the street, birds sing amidst distant traffic sounds.","Outside, birds tweet while cars pass by quietly.",A soft creak precedes a vehicle driving off in the distance.,Light creaking sound followed by passing car noises outdoors.
